Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn In,Aboard,Fatalities,Ground,Summary,City,state/country,country,
1/16/02,,"Near Solo, Indonesia",Garuda Indonesia Airlines,421,,Boeing B-737-3Q8,,,62,1,,,Near Solo, Indonesia,,
1/17/02,,"Near La Bonita, Ecuador",Petroproducci�_n,,,Fairchild FH-227E,,,26,26,,,Near La Bonita, Ecuador,,
1/19/02,,"Near Milford Sound, New Zealand",Air Fiordland,-,,Cessna 207 Skywagon,,,6,6,,,Near Milford Sound, New Zealand,,
1/27/02,,"Near Luena, Angola",Military - Angolan  Air Force,-,,Antonov AN-12,,,40,5,,,Near Luena, Angola,,
1/28/02,,"Near Ipiales, Colombia",TAME,120,,Boeing B-727-134,,,92,92,,,Near Ipiales, Colombia,,
2/2/02,,"Ellsworth AFB, South Dakota",Military - U.S. Air Force,,,Learjet C-21A,,,2,2,,,Ellsworth AFB, South Dakota,,
2/12/02,,"Near Khorramabed, Iran",Iran Air Tours,956,,Tupolev TU-154,,,117,117,,,Near Khorramabed, Iran,,
2/15/02,,"Monrovia, Liberia",Tiramavia,,,Antonov 12BP,,,10,1,,,Monrovia, Liberia,,
2/21/02,,"Lakhta, Russia",Military - Russian Navy,-,,Antonov AN-26,,,20,17,,,Lakhta, Russia,,
2/22/02,,"Off Dumaguete, Philippines",Military - U.S. Army,-,,MH-47 Chinook helicopter,,,10,10,,,Off Dumaguete, Philippines,,
3/9/02,,"Monte Rotondo, Italy",Svedijos Prek̩s,2801,,Antonov 2TP,,,3,3,,,Monte Rotondo, Italy,,
3/14/02,,"Near Placetas, Cuba",Charter - Aerotaxi,,,Antonov AN-2,,,17,17,,,Near Placetas, Cuba,,
3/15/02,,"Alma, Wisconsin",Priorty Air Charter,,,Cessna 208B Caravan I Super Cargomaster,,,1,1,,,Alma, Wisconsin,,
3/17/02,,"Off Djibouti, Republiof Djibouti",Djibouti Airlines,,,Let 410UVP-E,,,4,4,,,Off Djibouti, Republiof Djibouti,,
4/1/02,,"Near Cairns, QLD, Australia",Air Taxi,,,Shrike Commander 500S,,,4,4,,,Near Cairns, QLD, Australia,
4/12/02,,"Palma de Mallorca, Spain",Tadair,306,,Swearingen SA.227AC Metro III,,,2,2,,,Palma de Mallorca, Spain,,
4/15/02,,"Busan, South Korea",Air China,129,,Boeing B-767-200ER,,,166,128,,,Busan, South Korea,,
4/18/02,,"Near Sweers Island, QLD, Australia",Air taxi,,,Cessna U206A,,,6,6,,,Near Sweers Island, QLD, Australia,
4/19/02,,"Popay��n, Colombia",SELVA Colombia,,,Antonov AN-32A,,,8,3,,,Popay��n, Colombia,,
4/24/02,,"Near Olancho, Honduras",Private,-,,Cessna 206G,,,6,6,,,Near Olancho, Honduras,,
4/28/02,,"Near Abakan, Russia",Private,,,Mi-8 helicopter,,,20,8,,,Near Abakan, Russia,,
5/4/02,,"Kano, Nigeria",EAS Airlines (Executive Airline Services),4226,,BAC One-Eleven 525FT,,,77,74,,,Kano, Nigeria,,
5/7/02,,"Near Tunis, Tunisia",EgyptAir,843,,Boeing B-737-566,,,62,14,,,Near Tunis, Tunisia,,
5/7/02,,"Off Dalian, China",China Northern Airlines,6136,,McDonnell Douglas MD-82,,,112,112,,,Off Dalian, China,,
5/21/02,,"Near Calabar, Nigeria",Sky Executive Air Services,,,LET 410UVP,,,5,5,,,Near Calabar, Nigeria,,
5/25/02,,"Off Penghu Island, Taiwan",China Airlines (Taiwan),611,,Boeing B-747-209B,,,225,225,,,Off Penghu Island, Taiwan,,
5/25/02,,"Near Nabire, Indonesia",Trigana Air Service,,,de Havilland Canada DHC-6 Twin Otter 300,,,6,6,,,Near Nabire, Indonesia,,
6/1/02,,"George, South Africa",Airquarius Aviation - Charter,,,Hawker Siddeley HS-748-372,,,3,3,,,George, South Africa,,
6/2/02,,"Near Ndalatando, Angola",Military - Angolan Armed Forces,,,Mi-17,,,25,20,,,Near Ndalatando, Angola,,
6/4/02,,"Oiapoque, Amapa, Brazil",Marco Zero Air Taxi,,,Embraer 721C Sertanejo,,,5,5,,,Oiapoque, Amapa, Brazil,
6/11/02,,"Winnipeg, Manitoba",Keystone Air Services Ltd. - Air Taxi,,,PA- 31-350 Chieftain,,,8,1,,,Winnipeg, Manitoba,,
6/12/02,,"Near Gardez, Afghanistan",Military - U.S. Air Force,,,Lockheed MC-130H Hercules,,,10,3,,,Near Gardez, Afghanistan,,
7/1/02,,"Uberlingen, Germany",Bashkirian Airlines / DHL Worldwide Express,2927 / 611,,Tupolev TU-154M / Boeing B-757-23APF,,,71,71,,,Uberlingen, Germany,,
7/4/02,,"San Dimas, California",Private,-,,Cessna 310,,,2,2,,,San Dimas, California,,
7/4/02,,"Bangui, Central African Republic",Prestige Airlines (Cargo) Charter,,,Boeing B-707-123B,,,27,25,,,Bangui, Central African Republic,,
7/12/02,,"Port Alsworth, Alaska","Air Taxi - Bigfoot Air of Alaska, LLC",,,de Havilland DHC-2,,,4,4,,,Port Alsworth, Alaska,,
7/16/02,,"Near Long Barai, Indonesia",Sabang Merauke Raya Air Charter,,,Britten-Norman BN-2A Islander,,,10,10,,,Near Long Barai, Indonesia,,
7/16/02,,"Off Cromer, Norfork, England",Bristow Helicopters,-,,Sikorsky S-76A,,,11,11,,,Off Cromer, Norfork, England,
7/17/02,,"Surkhet, Nepal",Skyline Airways,,,de Havilland Canada DHC-6 Twin Otter 300,,,4,4,,,Surkhet, Nepal,,
7/27/02,,"Lviv, Ukraine",Military - Ukraine Air Force,,,Sukhoi Su-27,,,2,0,,,Lviv, Ukraine,,
7/28/02,,"Moscow, Russia",Pulkovo Aviation Enterprise,,,Iluyshin Il-86,,,16,14,,,Moscow, Russia,,
8/7/02,,"Caguas, Puerto Rico",Military - U.S. Air Force,-,,Lockheed MC-130H Hercules,,,10,10,,,Caguas, Puerto Rico,,
8/15/02,,"Kadjuduwa Watta, Sri Lanka",Military - Sri Lanka Air Force,,,Yunshuji Y-8D,,,5,5,,,Kadjuduwa Watta, Sri Lanka,,
8/19/02,,"Khankala, Chechnya",Military - Russian Air Force,,,Mil Mi-26,,,147,121,,,Khankala, Chechnya,,
8/22/02,,"Pokhara, Nepal",Shangri La Air,,,de Havilland Canada DHC-6-300 Twin Otter,,,18,18,,,Pokhara, Nepal,,
8/29/02,,"Near Ayan, Russia",Vostok Aviakompania,,,Antonov AN-28,,,16,16,,,Near Ayan, Russia,,
8/30/02,,"Lexington, Kentucky",Care Flight International,,,Learjet 25C,,,5,1,,,Lexington, Kentucky,,
8/30/02,,"Rio Branco, Brazil",Rico Taxi A̩reo,,,Embraer 120ER Brasilia,,,31,23,,,Rio Branco, Brazil,,
9/2/02,,"Near Xichang, China",CAAC Air TraffiManagement Bureau,,,Cessna 650 Citation VI,,,3,3,,,Near Xichang, China,,
9/4/02,,"High Prarie, Alberta, Canada",Airco Charters - Air Taxi,,,PA-34-220T Seneca III,,,2,2,,,High Prarie, Alberta, Canada,
9/13/02,,"Pucallpa, Peru",Aero Pantanal - Air Taxi,,,Cessna U206G,,,6,6,,,Pucallpa, Peru,,
9/14/02,,"Paranapanema, Sao Paulo, Brazil",Total  Air Lines,,,ATR 42-300,,,2,2,,,Paranapanema, Sao Paulo, Brazil,
9/28/02,,"Near Natashquan, Quebec, Canada",Deraps Aviation,,,de Havilland Canada DHC-3 Otter,,,4,3,,,Near Natashquan, Quebec, Canada,
10/1/02,,"Vasco, India",Military - Indian Navy,,,Ilyushin IL-38 / Ilyushin IL-38,,,12,12,,,Vasco, India,,
10/7/02,,"Santa Cruz do Sul, Brazil",American Virginia,,,Learjet 60,,,5,1,,,Santa Cruz do Sul, Brazil,,
10/23/02,,"Spanish Fort, Alabama",Mid-AtlantiFreight,282,,Cessna 208B Cargomaster I,,,1,1,,,Spanish Fort, Alabama,,
10/25/02,,"Eveleth, Minnesota",Aviation Charter - Air Taxi,-,,Beechcraft King Air A100,,,8,8,,,Eveleth, Minnesota,,
11/6/02,,"Near Niederanven, Luxembourg",Luxair,9642/2420,,Fokker 50,,,22,20,,,Near Niederanven, Luxembourg,,
11/7/02,,"Tarakan, Indonesia",Dirgantara Air Services,,,Britten-Norman BN-2A-21,,,10,7,,,Tarakan, Indonesia,,
11/8/02,,"Taos, New Mexico",Richmor Aviation,,,IAI 1124A Westwind,,,2,2,,,Taos, New Mexico,,
11/11/02,,"Manila, Philippines",Laoag International Airlines,585,,Fokker F27 Friendship 100,,,34,19,,,Manila, Philippines,,
11/28/02,,"Masai Mara Game Reserve, Kenya",Eagle Aviation,-,,Let 410UVP-E20,,,20,1,,,Masai Mara Game Reserve, Kenya,,
12/9/02,,"Mena, Arkansas",Raytheon Aircraft,,,Beechcraft 1900C,,,3,3,,,Mena, Arkansas,,
12/13/02,,"Gohu Airstrip, Papua New Guinea",Island Airways Ltd.,,,Britten-Norman BN-2A-26 Islander,,,8,8,,,Gohu Airstrip, Papua New Guinea,,
11/15/03,,"Mosul, Iraq",Military - U.S. Army,,,UH-60 Black Hawk / UH-60 Black Hawk,,,22,17,,,Mosul, Iraq,,
12/17/02,,"Rockford, Illinois",Planemasters,1627,,Cessna 208B Caravan I Super Cargomaster,,,1,1,,,Rockford, Illinois,,
12/21/02,,"Off Pachao Tao, Taiwan",Transasia Airways,,,A̩rospatiale/Aeritalia ATR-72-202,,,2,2,,,Off Pachao Tao, Taiwan,,
12/23/02,,"Near Isfanan, Iran",Aeromist-Kharkiv,2137,,Antonov AN-140,,,44,44,,,Near Isfanan, Iran,,
12/25/02,,"Off Manteo, North Carolina",Telford Aviation,,,Cessna 208B Caravan I,,,1,1,,,Off Manteo, North Carolina,,
12/26/02,,"Curitiba, Brazil",Military - Brazilian Air Force,,,Embraer-110 C-95B Bandeirante,,,16,3,,,Curitiba, Brazil,,
12/27/02,,"Anjouan, Comoros Islands",Ocean Airlines,,,Let 410UVP,,,16,1,,,Anjouan, Comoros Islands,,
1/8/03,,"Diyarbakir, Turkey",Turkish Airlines (THY),634,,BAe Avro RJ-100,,,80,75,,,Diyarbakir, Turkey,,
1/8/03,,"Charlotte, North Carolina",US Air Express/Air Midwest,5481,,Beech BE-1900D,,,21,21,,,Charlotte, North Carolina,,
1/9/03,,"Near Chachapoyas, Peru",TANS Airlines,222,,Fokker 28 Fellowship 1000,,,46,46,,,Near Chachapoyas, Peru,,
1/17/03,,"Near Ndjol̩, Gabon",Aerocom,,,Antonov 24B,,,7,7,,,Near Ndjol̩, Gabon,,
1/24/03,,"Busia, Kenya",African Commuter Services,,,Grumman G-159 Gulfstream I,,,13,3,,,Busia, Kenya,,
1/31/03,,"Baucau, East Timor",Euro Asia Aviation,,,Ilyushin II-76TD,,,6,6,,,Baucau, East Timor,,
2/7/03,,"Near Agadir, Morocco",Volare Aviation Enterprise,,,Antonov 12BP,,,8,8,,,Near Agadir, Morocco,,
2/10/03,,"Tallinn, Estonia",Enimex,827,,Antonov AN-28,,,3,2,,,Tallinn, Estonia,,
2/16/03,,"Ferguson, Kentucky",Air Taxi - Great Northern Aircraft Co.,,,Cessna 421,,,7,3,,,Ferguson, Kentucky,,
2/19/03,,"Near Shahdad, Iran",Military - IslamiRevolution's Guards Corps,,,Ilyushin Il-76MD,,,275,275,,,Near Shahdad, Iran,,
2/20/03,,"Near Kohat, Pakistan",Military - Pakistan Air Force,-,,Fokker F-27 Friendship 200,,,17,17,,,Near Kohat, Pakistan,,
3/1/03,,"Near Barki, Russia",Private - Kabanov - skydiving,-,,Let L-410UVP,,,25,11,,,Near Barki, Russia,,
3/6/03,,"Tamanrasset, Algeria",Air Algerie,6289,,Boeing B-737-2T4,,,103,102,,,Tamanrasset, Algeria,,
3/27/03,,"Mulia, Indonesia",PT Air Regional,,,de Havilland Canada DHC-6 Twin Otter,,,16,4,,,Mulia, Indonesia,,
3/28/03,,"New Vienna, Iowa",Morris Hancock Flying Club - Charter,-,,Beech A36,,,3,3,,,New Vienna, Iowa,,
5/8/03,,"Near Kinshasa, Congo",Ukrainian Cargo Airlines -  Congolese Army Charter,,,Illyushin 76,,,200,129,,,Near Kinshasa, Congo,,
5/26/03,,"Near Macka, Turkey",Ukranian-Mediterranean Airlines,4230,,Yakovlev 42D,,,75,75,,,Near Macka, Turkey,,
5/28/03,,"Talkeetna, Alaska",McKinley Air Service - Air Taxi,,,Cessna 185,,,4,4,,,Talkeetna, Alaska,,
6/1/03,,"Milan, Italy",Eurojet Italila,,,Gates Learjet 45,,,2,2,,,Milan, Italy,,
6/4/03,,"Near Oiapoque,  Brazil",Air Taxi - Marco Zero Air Taxi,,,EMB 721C Sertanejo,,,5,5,,,Near Oiapoque,  Brazil,,
6/6/03,,"Christchurch, New Zealand",Charter - Air Adventures New Zealand Ltd,-,,Piper PA-31-350 Navajo Chieftain,,,10,8,,,Christchurch, New Zealand,,
6/11/03,,"Belo Horizonte, Brazil",Astro Air Taxi,,,Embraer 820C Navajo,,,4,4,,,Belo Horizonte, Brazil,,
6/15/03,,"Volcano, Hawaii",Paradise Tour Helicopters,,,McDonnell Douglas 369D,,,4,4,,,Volcano, Hawaii,,
6/22/03,,"Near Brest, France",Brit Air,5672,,Canadair CRJ-100ER,,,24,1,,,Near Brest, France,,
6/25/03,,"Near Rudshour, Iran",Military - IslamiRepubliof Iran Air Force,,,Lockheed C-130 Hercules,,,7,7,,,Near Rudshour, Iran,,
6/25/03,,"Anchor Point, Alaska",Hallo Bay Air - Air Taxi,,,Cessna 180H,,,3,3,,,Anchor Point, Alaska,,
6/26/03,,"Near Rooisand Desert Ranch, Namibia",ComvaAviation,,,Cessna 208B Grand Caravan,,,4,4,,,Near Rooisand Desert Ranch, Namibia,,
6/30/03,,"Blida, Algeria",Military - Algerian Air Force,,,Lockheed C-130H Hercules,,,4,4,,,Blida, Algeria,,
7/1/03,,"Belem, Para, Brazil",Heringer Air Taxi,,,Mitsubishi MU 2B 35,,,4,4,,,Belem, Para, Brazil,
7/5/03,,"Maca̩, Rio de Janeiro, Brazil",BHS - Brazilian Helicopter Services,,,Sikorsky  S 76 A,,,5,5,,,Maca̩, Rio de Janeiro, Brazil,
7/8/03,,"Port Sudan, Sudan",Sudan Airways,139,,Boeing 737-2J8C,,,117,116,,,Port Sudan, Sudan,,
7/13/03,,"Off Treasure Cay, Bahamas",Air Sunshine,,,Cessna 402C,,,10,2,,,Off Treasure Cay, Bahamas,,
7/13/03,,"Near San Cristobal, Venezuela",Ruiban & Duran Compania A̩rea,,,Let 410UVP-E,,,10,4,,,Near San Cristobal, Venezuela,,
7/19/03,,"Mount Kenya, Kenya",Ryan Blake Air Charter,-,,Swearingen SA-226T Metro II,,,14,14,,,Mount Kenya, Kenya,,
7/23/03,,"Waialeale,Kauai, Hawaii",Jack Harter Helicopters,,,Bell 206B,,,5,5,,,Waialeale,Kauai, Hawaii,
8/4/03,,"Groton, Connecticut",Jet Pro,,,Gates Learjet 35A,,,2,2,,,Groton, Connecticut,,
8/8/03,,"Tocomita, Venezuela",Servicios Aeronauticos Sucre (SASCA),,,Cessna 208B Grand Caravan,,,16,1,,,Tocomita, Venezuela,,
8/20/03,,"Kamchatka Peninsula, Russia",Khalatyrka,,,Mi-8 helicopter,,,20,20,,,Kamchatka Peninsula, Russia,,
8/24/03,,"Cap Haitien, Haiti",Tropical Airways,1301,,Let 420UVP-E,,,21,21,,,Cap Haitien, Haiti,,
8/26/03,,"Off Hyannis, Massachusetts",US Airways Express,9446,,Beechcraft 1900D,,,2,2,,,Off Hyannis, Massachusetts,,
9/11/03,,"Near Summer Beaver, Canada",Wasaya Airways,125,,Cessna 208B Grand Caravan,,,8,8,,,Near Summer Beaver, Canada,,
9/19/03,,"Del Rio, Texas",Ameristar Jet Charter,982,,Learjet 25B,,,2,1,,,Del Rio, Texas,,
9/19/03,,"Near La Quemada, Mexico",Military - Mexican Air Force,,,Lockheed C-130A Hercules,,,6,6,,,Near La Quemada, Mexico,,
9/20/03,,"Near Meadview, Arizona",Sundance Helicopters,,,Aerospatiale AS350BA,,,7,7,,,Near Meadview, Arizona,,
9/27/03,,"Gasp̩, Quebec, Canada",Les Ailes de Gasp̩ Inc.,,,Piper PA31-310,,,3,3,,,Gasp̩, Quebec, Canada,
10/3/03,,Sao Gabriel de Cachoeria,Air taxi - Rumo Notre Air Taxi,,,EMB 721C Sertanejo,,,4,4,,,Sao Gabriel de Cachoeria,,,
10/3/03,,"Off Waikanae, New Zealand",Air Freight New Zealand,642,,Convair CV-580F,,,2,2,,,Off Waikanae, New Zealand,,
10/11/03,,"Uriman, Venezuela",Transmandu,,,Antonov AN-2TP,,,2,1,,,Uriman, Venezuela,,
10/26/03,,"Buenos Aires, Argentina",CATA Linea Aerea,760,,Fairchild Hiller FH-227B,,,5,5,,,Buenos Aires, Argentina,,
10/27/03,,"Tampico, Mexico",Aeroextra,,,Hawker 800A,,,3,3,,,Tampico, Mexico,,
10/29/03,,"Cody, Wyoming",FedEx,8773,,Cessna 208B Caravan I Super Cargomaster,,,1,1,,,Cody, Wyoming,,
11/2/03,,"Near Hasi, Iraq",Military - U.S. Army,-,,CH-47 Chinook,,,36,15,,,Near Hasi, Iraq,,
11/8/03,,"Near Ogle, Guyana",Trans Guyana Airways,,,Shorts SC-7 Skyvan 3M Variant 100,,,7,2,,,Near Ogle, Guyana,,
11/8/03,,"200 miles NE of Derby, Australia",Heliwork WA Pty Ltd. - Air Taxi,,,Robertson R44 helicopter,,,4,4,,,200 miles NE of Derby, Australia,,
11/29/03,,"Spokane, Washington",Ameriflight,1996,,Swearingen SA227AT Merlin IVC,,,1,1,,,Spokane, Washington,,
11/29/03,,"Boende, Congo",Military - Congolese Air Force,,,Antonov AN-26,,,24,20,,,Boende, Congo,,
12/16/03,,"Jellicoe, Ontario, Canada",Huron Air,,,de Havilland DHC-3 Otter,,,3,2,,,Jellicoe, Ontario, Canada,
12/18/03,,"Mitu, Colombia",L�_neas A̩reas Suramericanas,,,Douglas DC-9-15F,,,3,3,,,Mitu, Colombia,,
12/23/03,,"Helendale, California",Pavair,,,Gates Learjet 24B,,,2,2,,,Helendale, California,,
12/25/03,,"Cotonou, Benin",Union des Transports Aeriens de Guinee,141,,Boeing B-727-223,,,161,140,,,Cotonou, Benin,,
1/3/04,,"Off Sharm el Sheikh, Egypt",Flash Air,604,,Boeing B-737-3Q8,,,148,148,,,Off Sharm el Sheikh, Egypt,,
1/13/04,,"Tashkent, Uzbekistan",Uzbekistan Airways,1154,,Yakovlev YAK-40,,,37,37,,,Tashkent, Uzbekistan,,
1/17/04,,"Lake Erie, off Pelee Island, Ontario, Canada",Georgia Express,126,,Cessna 208B Grand Caravan,,,10,10,,,Lake Erie, off Pelee Island, Ontario, Canada
1/28/04,,"Gharda��a, Algeria",Tassili Airlines,,,Beechcraft 1900D,,,5,1,,,Gharda��a, Algeria,,
2/6/04,,"Bitonja, Bosnia-Herzegovina",Military - Government of Macedonia,,,Beechcraft Super King Air 200,,,9,9,,,Bitonja, Bosnia-Herzegovina,,
2/10/04,,"Sharjah, United Arab Emirates",Kish Airlines,1770,,Fokker F-50,,,46,43,,,Sharjah, United Arab Emirates,,
2/24/04,,"Cagliari, Italy",City-Jet,,,Cessna Citation 500,,,6,6,,,Cagliari, Italy,,
3/1/04,,"Trefoil Island, TAS, Australia",Air taxi,,,Cessna 172G,,,4,4,,,Trefoil Island, TAS, Australia,
3/4/04,,,Azov Avia Airlines,,,Ilyushin II-76,,,7,3,,,,,,
3/10/04,,"San Diego-Miramar NAS, California",Military - United States Marine Corps,,,Cessna UC-35D Citation Encore,,,4,4,,,San Diego-Miramar NAS, California,,
7/12/04,,"Off Beef Island, British Virgin Islands",Dodita Air Cargo,,,Convair CV-440,,,2,1,,,Off Beef Island, British Virgin Islands,,
3/16/04,,"Tonopah, Nevada",Military - United States Air Force,,,Beechcraft 1900C,,,5,5,,,Tonopah, Nevada,,
3/18/04,,"Hamilton Island, QLD, Australia",Air Taxi,,,Piper PA-32-300,,,6,6,,,Hamilton Island, QLD, Australia,
3/21/04,,"Pyote, Texas",Air Ambulance - Med-Trans Corp.,,,Bell 407,,,5,4,,,Pyote, Texas,,
5/2/04,,"Near Milpillas, Mexico",Procuradoria General de la Republica,,,Rockwell Gulfstream Jetprop 840,,,7,7,,,Near Milpillas, Mexico,,
5/4/04,,"Chimanta mountains, Venezuela",Venezuelian Government,,,Cessna 208 Grand Caravan I,,,7,7,,,Chimanta mountains, Venezuela,,
5/5/04,,"Carepa, Colombia",Aerotransportes Petroleros,,,Swearingen SA227AC Metro III,,,7,3,,,Carepa, Colombia,,
5/6/04,,"Jiech, Sudan",Charter - Air Cush,,,Let 410UVP,,,10,6,,,Jiech, Sudan,,
5/11/04,,"Dalang, Sudan",El Magal Aviation,,,Antonov AN-12,,,7,7,,,Dalang, Sudan,,
5/14/04,,"Near Manaus, Brazil",Rico Linhas Aereas,4815,,Embraer 120ER Brasilia,,,33,33,,,Near Manaus, Brazil,,
5/18/04,,"Bozoy, Kazakhstan",Aray-Avia,,,PZL-MieleAN-2R,,,12,1,,,Bozoy, Kazakhstan,,
5/18/04,,"Urumqi, China",AZAL Cargo Company,,,Ilyushin II-76TD,,,7,7,,,Urumqi, China,,
5/23/04,,"Mwingi, Kenya",Blue Bird Aviation,,,Let 410UVP,,,2,2,,,Mwingi, Kenya,,
5/25/04,,"Near Lukla, Nepal",Yeti Airlines,117,,de Havilland DHC-6 Twin Otter 300,,,3,3,,,Near Lukla, Nepal,,
6/8/04,,"Off Libreville, Gabon",Gabon Express,221,,BAe HS-748-232 Srs 2A,,,30,19,,,Off Libreville, Gabon,,
6/11/04,,"Belo Horizonte, Brazil",Air taxi - Aero Air Taxi,,,EMB 820C Navajo,,,4,4,,,Belo Horizonte, Brazil,,
6/28/04,,"Near Yengema, Sierra Leone",United Nations -  UTair Charter,,,Mi-8MTV-1,,,24,24,,,Near Yengema, Sierra Leone,,
7/2/04,,"Panama City, Panama",Air Trek,,,IAI 1124 Westwind,,,6,6,,,Panama City, Panama,,
7/10/04,,"Ticonderoga, New York",Capital Airlines Inc.,,,Piper PA-31-350 Navajo Chieftain,,,2,2,,,Ticonderoga, New York,,
7/22/04,,"Off  Maca̩ , Rio de Janeiro , Brazil",BHS - Brazilian Helicopter Service  Air Taxi,,,Sikorsky S 76,,,11,6,,,Off  Maca̩ , Rio de Janeiro , Brazil,
7/29/04,,"Ononge, Papua New Guinea",Airlines of PNG,,,de Havilland DHC-6 Twin Otter 300,,,3,2,,,Ononge, Papua New Guinea,,
8/13/04,,"Cincinnati, Ohio",Air Taroma,185,,Convair CV-580,,,2,1,,,Cincinnati, Ohio,,
8/17/04,,"Great Falls, Montana",Alpine Air Express,5071,,Beechcraft 99,,,2,2,,,Great Falls, Montana,,
8/18/04,,"Near Goma, DemocratiRepubliCongo",Transworld Safaris,,,Cessna 208B Grand Caravan,,,3,3,,,Near Goma, DemocratiRepubliCongo,,
8/21/04,,"Near Maracay, Venezuela",Military - Venezuelan Air Force,,,Shorts 360,,,25,25,,,Near Maracay, Venezuela,,
8/24/04,,"Near Rostov-on-Don, Russia",Sibir Airlines,1047,,Tupolev 154B-2,,,46,46,,,Near Rostov-on-Don, Russia,,
8/24/04,,"Near Toula, Russia",Volga-Avia Express,1303,,Tupolev 134A-3,,,41,41,,,Near Toula, Russia,,
8/27/04,,"Near MGrath, Alaska",Mavrik Aire Transport,,,de Havilland DHC-3 Otter,,,3,1,,,Near MGrath, Alaska,,
9/9/04,,"Villahermosa, Mexico",Jett Paqueteria SA,,,Rockwell CT-39A Sabreliner,,,2,2,,,Villahermosa, Mexico,,
9/11/04,,"Off Mount Athos, Greece",Military - Greek Army,,,CH-47D Chinook,,,17,17,,,Off Mount Athos, Greece,,
9/29/04,,"Tortuguero lagoon, Puerto Rico",Air Flamence,,,Pilatus-Britten Norman BN-2A-27 Islander,,,1,1,,,Tortuguero lagoon, Puerto Rico,,
10/5/04,,"Kaduqli, Sudan",Sarit Airlines,,,Antonov AN-12,,,4,4,,,Kaduqli, Sudan,,
11/22/04,,"Houston, Texas",Business Jet Services,,,Grumman Gulfstream G3,,,3,3,,,Houston, Texas,,
11/27/04,,"Near Bagram, Afghanstan",Presidental Airways Inc. - Air Taxi,-,,CASA 212-CC,,,6,6,,,Near Bagram, Afghanstan,,
10/14/04,,"Jefferson City, Missouri",Pinnacle Airlines/Northwest Airlink,3701,,Canadair CRJ200LR RegionalJet,,,2,2,,,Jefferson City, Missouri,,
10/14/04,,"Halifax, Nova Scotia, Canada",MK Airlines,1602,,Boeing 747-244B-SF,,,7,7,,,Halifax, Nova Scotia, Canada,
10/15/04,,"Near Medellin, Colombia",Aerovanguardia,,,Douglas DC-3C,,,3,3,,,Near Medellin, Colombia,,
10/16/04,,"Coron Island, Philippines",PacifiAir,,,Pilatus Britten-Norman BN-2A-21 Islander,,,2,2,,,Coron Island, Philippines,,
10/19/04,,"Near Kirksville, Missouri",Corporate Airlines (American Connection),5966,,Bae Jetstream 3201,,,15,13,,,Near Kirksville, Missouri,,
10/24/04,,"Martinsville, Virginia",Private - Hendrick Motorsports Inc.,,,Beech 200 Super King Air,,,10,10,,,Martinsville, Virginia,,
10/24/04,,"San Diego, California",Med Flight Air Ambulance - Private,,,Learjet 35A,,,5,5,,,San Diego, California,,
11/18/04,,"Caracas, Venezuela",Venezolana,213,,BAe 3101 Jetstream 31,,,21,3,,,Caracas, Venezuela,,
11/21/04,,"Baotou, Inner Mongolia, China",China Eastern Airlines,,,Bambardier CRJ200,,,53,53,,,Baotou, Inner Mongolia, China,
11/28/04,,"Montrose, Colorado",Glow Air/Air Castle - Charter,73,,Canadair CL-601-2A12 Challenger,,,6,3,,,Montrose, Colorado,,
11/30/04,,"Solo, Indonesia",Lion Air,583,,McDonnell-Douglas MD-82,,,154,26,,,Solo, Indonesia,,
11/30/04,,"Saint Louis, Missouri",Grand Aire,,,HBB HFB-320 Hansa Jet,,,2,2,,,Saint Louis, Missouri,,
12/6/04,,"Bellevue, Idaho",Salmon Air - Air Taxi,,,Cesna 208 Caravan,,,2,2,,,Bellevue, Idaho,,
12/7/04,,"Near La Macarena, Colombia",SAVIARE S.A. - Air Taxi,,,Cessna TU206G,,,6,6,,,Near La Macarena, Colombia,,
12/10/04,,"El Junquito, Venezuela",Guardia Nacional de Venezuela,,,PZL-MieleM28,,,16,16,,,El Junquito, Venezuela,,
12/11/04,,"Uberaba, Brazil",NHR T��xi-A̩reo,,,Embraer EMB-110 Bandeirante,,,2,2,,,Uberaba, Brazil,,
12/11/04,,"Near Jeddah, Saudi Arabia",Airline Transport,,,Ilyushin II-76TD,,,7,1,,,Near Jeddah, Saudi Arabia,,
1/13/05,,"Manguipayan, Colombia",Military - Colombian government,,,Black Hawk helicopter,,,20,20,,,Manguipayan, Colombia,,
1/13/05,,"Tura,Siberia, Russia",Tura Air Enterprise,,,Antonov AN-2,,,9,9,,,Tura,Siberia, Russia,
1/13/05,,"Keene, New Hampshire",AirNow,,,Embraer EMB-110 Bandeirante,,,1,1,,,Keene, New Hampshire,,
1/26/05,,"Rutbah, Iraq",Military - U.S. Marines,,,CH53E Sea Stallion,,,31,31,,,Rutbah, Iraq,,
1/27/05,,"Lasi, Hungary",Farnair Hungary,,,Let 410UVP-E4,,,2,2,,,Lasi, Hungary,,
1/30/05,,"Near Al Taji, Iraq",Military - Royal Air Force,,,Lockheed Hercules C.1,,,10,10,,,Near Al Taji, Iraq,,
2/3/05,,"Near Peshawar, Pakistan",Kam Air,904,,Boeing B-737-200,,,104,104,,,Near Peshawar, Pakistan,,
2/3/05,,"Near Khartoum, Sudan",Air West,,,Ilyushin 76TD,,,7,7,,,Near Khartoum, Sudan,,
