Date,Time,Location,Operator,Flight #,Route,Type,Registration,cn In,Aboard,Fatalities,Ground,Summary,City,state/country,country,
6/18/72,,"Near Kharkov, Ukraine, USSR",Aeroflot,,,Antonov AN-10A,,,122,122,,,Near Kharkov, Ukraine, USSR,
6/18/72,,"London Heathrow,  Staines, Surrey, England",British European Airways,548,,Hawker Siddeley Trident 1C,,,118,118,,,London Heathrow,  Staines, Surrey, England
6/24/72,,"Ponce, Puerto Rico",Prinair,191,,de Havilland DH-114 Heron 2B,,,20,5,,,Ponce, Puerto Rico,,
6/25/72,,"Hornell, New York",Seventy Airways - Air Taxi,,,Hughes 369HS,,,3,3,,,Hornell, New York,,
6/29/72,,"Appleton, Wisconsin",North Central Airlines / Air Wisconsin,290 / 671,,Convair CV-580/De Hav. Twin Otter 100,,,13,13,,,Appleton, Wisconsin,,
6/29/72,,"Blackpool, England",Inter City Flug,,,MBB HFB-320 Hansa Jet,,,8,7,,,Blackpool, England,,
6/30/72,,"Steamboat, Nevada",Casino Air - Air Taxi,,,Beechcraft U206C,,,5,2,,,Steamboat, Nevada,,
7/5/72,,"San Francisco, California",PacifiSouthwest Airlines,710,,Boeing 737-200,,,86,3,,,San Francisco, California,,
7/6/72,,"Off Las Palmas, Canary Islands, Spain",Aviaco,331,,McDonnell Douglas DC-8-52,,,10,10,,,Off Las Palmas, Canary Islands, Spain,
7/11/72,,"Near Quang Tri, South Vietnam",Military - U.S. Marine Corps,,,Sikorsky CH-53D (helicopter),,,67,52,,,Near Quang Tri, South Vietnam,,
7/11/72,,"Near Grytoya, Norway",Military - Royal Norwegian Air Force,,,de Havilland Canada DHC-6 Twin Otter 100,,,19,19,,,Near Grytoya, Norway,,
7/20/72,,"Corfu Island, Greece",Charter,,,Sud-Aviation SE210 Caravelle,,,84,1,,,Corfu Island, Greece,,
7/29/72,,"Villavicencio, Colombia",AVIANCA / AVIANCA,,,Douglas DC-3 / Douglas DC-3,,,38,38,,,Villavicencio, Colombia,,
8/12/72,,"Near SoTrang, South Vietnam",Military - U.S. Air Force,,,Lockheed C-130E,,,44,30,,,Near SoTrang, South Vietnam,,
8/12/72,,"Near Delhi, India",Indian Airlines,,,Fokker F-27 Friendship 100,,,18,18,,,Near Delhi, India,,
8/14/72,,"Near Konigs Wusterausen, East Germany",Interflug,,,Ilyushin IL-62,,,156,156,,,Near Konigs Wusterausen, East Germany,,
8/16/72,,"Near Sandoway, Myanmar",Burma Airways,,,Douglas DC-3 (C-47A-DK),,,31,26,,,Near Sandoway, Myanmar,,
8/27/72,,"Canaima, Venezuela",Lineas Areas Venezolanas,,,Douglas C-47-DL,,,34,34,,,Canaima, Venezuela,,
8/28/72,,"Papua, New Guinea",Military - Royal Australian Air Force,,,de Havilland Canada DHC-4 Caribou,,,29,25,,,Papua, New Guinea,,
8/31/72,,"Near Magnitogorsk, Russia",Aeroflot,,,Ilyushin IL-18,,,101,101,,,Near Magnitogorsk, Russia,,
9/1/72,,"Mt Siluwe, Papua, New Guinea",Ansett Airlines of Papua New Guinea,,,Shorts SC-7 Skyvan 3-300,,,4,4,,,Mt Siluwe, Papua, New Guinea,
9/7/72,,"Trinidad, Bolivia",Servicios Aereas Virgen de Copacabana,,,Curtiss C-46A-40-CU,,,8,1,,,Trinidad, Bolivia,,
9/10/72,,"Gondar, Ethiopia",Ethiopian Airlines,,,Douglas DC-3,,,11,11,,,Gondar, Ethiopia,,
9/13/72,,"Near Dhulikhel, Nepal",Military - Royal Nepalese Air Force,,,Douglas C-47,,,31,31,,,Near Dhulikhel, Nepal,,
9/24/72,,"Sacramento, California",Private,,,F-86 Sabrejet,,,1,0,,,Sacramento, California,,
9/24/72,,"Near Ben Cat, South Vietnam",Air Vietnam (South Vietnam),,,Douglas C-54D-1-DC,,,13,10,,,Near Ben Cat, South Vietnam,,
9/30/72,,"Madrid, Spain",Spantax,,,Douglas C-47B,,,6,1,,,Madrid, Spain,,
10/2/72,,"Kampot, Cambodia",Cambodia Air,,,Douglas DC-3,,,9,9,,,Kampot, Cambodia,,
10/2/72,,"Near Adler, Russia",Aeroflot,,,Ilyushin IL-18B,,,109,109,,,Near Adler, Russia,,
10/12/72,,North AtlantiOcean,Flamingo Airlines - Air Taxi,,,Aero Commander 680E,,,2,2,,,North AtlantiOcean,,,
10/13/72,,"Near Krasnaya Polyana, USSR",Aeroflot,,,Ilyushin IL-62,,,174,174,,,Near Krasnaya Polyana, USSR,,
10/13/72,,"Near San Fernando, Chile",Uruguayan Air Force - TAMU,,,Fairchild-Hiller FH-227D/LCD,,,45,29,,,Near San Fernando, Chile,,
10/16/72,,Off the Alaska coast,Private,,,Cessna 310C,,,4,4,,,Off the Alaska coast,,,
10/21/72,,"Off Athens, Greece",OlympiAirways,,,NAMC YS-11A-202,,,53,37,,,Off Athens, Greece,,
10/23/72,,"Tanna, Vanuatu",Air Melanesie,,,Britten-Norman BN-2A-6 Islander,,,8,1,,,Tanna, Vanuatu,,
10/27/72,,"Near Noiretable, Loire, France",Air Inter,696,,Vickers Viscount 724,,,68,60,,,Near Noiretable, Loire, France,
10/30/72,,"Poggiorsini, Italy",Aero Transporti Italiani,,,Fokker F-27 Friendship 200,,,27,27,,,Poggiorsini, Italy,,
10/31/72,,"Near My Tho, South Vietnam",Military - U.S. Army,,,Boeing Vertol CH-47 (helicopter),,,22,22,,,Near My Tho, South Vietnam,,
11/4/72,,"Near Plovdiv, Bulgaria",Balkan Bulgarian Airlines,,,Ilyushin IL-14P,,,35,35,,,Near Plovdiv, Bulgaria,,
11/17/72,,"Elkton, Kentucky",Metro Air Systems,,,Beech G18S,,,11,11,,,Elkton, Kentucky,,
11/28/72,,"Near Moscow, Russia",Japan Air Lines,446,,McDonnell Douglas DC-8-62,,,76,62,,,Near Moscow, Russia,,
11/29/72,,"St. Paul, Minnesota",Luthi Aviation - Air Taxi,,,Beechcraft C-45H,,,2,2,,,St. Paul, Minnesota,,
12/3/72,,"Tenerife,  Canary Islands",Spantax,,,Convair CV-990-30A-5 Coronado,,,155,155,,,Tenerife,  Canary Islands,,
12/5/72,,"Beni Sueif, Egypt",EgyptAir,,,Boeing 707-336C,,,6,6,,,Beni Sueif, Egypt,,
12/5/72,,"Myrtle Beach, South Carolina",Military - U.S. Air Force,,,Lockheed C-130E Hercules,,,12,12,,,Myrtle Beach, South Carolina,,
12/6/72,,"Near  LaRandall, Quebe,Canada",Superior Airways,,,Douglas C-47B-15-DK,,,3,3,,,Near  LaRandall, Quebe,Canada,
12/8/72,,"Near Rawalpindi, Pakistan",Pakistan International Airlines,631,,Fokker F-27 Friendship 400,,,26,26,,,Near Rawalpindi, Pakistan,,
2/12/73,,"Walla Walla, Washington",Red Carpet Flying Service - Air Taxi,,,Cessna 320E,,,4,4,,,Walla Walla, Washington,,
12/8/72,,"Chicago, Midway Airport, Illinois",United Air Lines,553,,Boeing B-737-222,,,61,43,,,Chicago, Midway Airport, Illinois,
12/15/72,,"Detroit, Michigan",Zantop Airways,,,Learjet 23,,,2,2,,,Detroit, Michigan,,
12/20/72,,"Chicago, Illinois",Delta Air Lines/ North Central Airlines,954/575,,Convair CV-880 / McDonnell DC-9-31,,,133,10,,,Chicago, Illinois,,
12/21/72,,"Near Pakse, Laos",Military - U.S. Air Force,,,Lockheed AC-130A Hercules,,,16,14,,,Near Pakse, Laos,,
12/21/72,,"Off St. Maarten off, Netherlands Antilles",Air Guadeloupe,,,de Havilland Canada DHC-6 Twin Otter 300,,,13,13,,,Off St. Maarten off, Netherlands Antilles,,
12/23/72,,"Skaugum, Norway",Braathens,,,Fokker F-28 Fellowship 1000,,,45,40,,,Skaugum, Norway,,
12/29/72,,"Everglades National Park, Florida",Eastern Air Lines,401,,Lockheed L-1011 TriStar1,,,176,103,,,Everglades National Park, Florida,,
12/31/72,,"San Juan, Puerto Rico",American Express Leasing,,,Douglas DC-7CF,,,5,5,,,San Juan, Puerto Rico,,
1/2/73,,"Edmonton, Alberta, Canada",PacifiWestern Airlines,,,Boeing 707-321C,,,5,5,,,Edmonton, Alberta, Canada,
1/19/73,,"Near Glasgow, England",British European Airways,,,Vickers 802 Viscount,,,4,4,,,Near Glasgow, England,,
1/22/73,,"Perm, Russia",Aeroflot,,,Antonov An-24B,,,44,44,,,Perm, Russia,,
1/22/73,,"Kano, Nigeria",Alia Royal Jordanian Airlines,,,Boeing B-707-3D3C,,,202,176,,,Kano, Nigeria,,
1/27/73,,"Townsend, Tennessee",Air Transit - Air Taxi,,,Cessna 182B,,,4,3,,,Townsend, Tennessee,,
1/27/73,,"Near Tegucigalpa, Honduras",TAN,,,Douglas DC-6A,,,3,3,,,Near Tegucigalpa, Honduras,,
1/29/73,,"Near Kyrenia, Cyprus",Air Sinai,,,Ilyushin IL-18D,,,37,37,,,Near Kyrenia, Cyprus,,
1/31/73,,"Kasigluk, Alaska",Harry Faulkner - Air Taxi,,,Cessna 180H,,,2,2,,,Kasigluk, Alaska,,
2/19/73,,"Prague, Czechoslovakia",Aeroflot,,,Tupolev TU-154,,,100,66,,,Prague, Czechoslovakia,,
2/19/73,,"Morgan City, Louisiana",Petrolium Helo Inc.,,,Bell 206B,,,5,5,,,Morgan City, Louisiana,,
2/21/73,,"Cerro Horqueta, Panama",Aerovias Urraca,,,Douglas DC-3,,,28,22,,,Cerro Horqueta, Panama,,
2/21/73,,"Near Isma'iliya, Egypt",Libya Arab Airlines,114,,Boeing B-727-224,,,113,110,,,Near Isma'iliya, Egypt,,
2/22/73,,"Londonderry, Vermont",Air Taxi,,,Cessna 310J,,,2,2,,,Londonderry, Vermont,,
2/24/73,,"Near Leningrad, Russia",Aeroflot,,,Ilyushin IL-18,,,79,79,,,Near Leningrad, Russia,,
2/28/73,,"Semipalatinsk, Kazakhstan",Aeroflot,,,Yakovlev YAK-40,,,32,32,,,Semipalatinsk, Kazakhstan,,
2/28/73,,"Szczecin, Poland",Military - Polish Air Force,,,Antonov An-24B,,,15,15,,,Szczecin, Poland,,
2/28/73,,"Near Szczecin, Poland",Military - Polish Air Force,,,Antonov AN-24B,,,18,18,,,Near Szczecin, Poland,,
2/28/73,,"Near Nabire, Indonesia",Merpati Nusantara Airlines,,,de Havilland Canada DHC-6 Twin Otter 100,,,13,13,,,Near Nabire, Indonesia,,
3/3/73,,"Moscow, Russia",Balkan Bulgarian Airlines,307,,Ilyushin IL-18V,,,25,25,,,Moscow, Russia,,
3/5/73,,"Off Funchal, Portugal",Aviaco,,,Sud Aviation SE-210 Caravelle,,,3,3,,,Off Funchal, Portugal,,
3/5/73,,"Near Nantes, France",Lineas Aereas de Espana/Spantax SA Transportes,504/400,,MD Douglas DC-9-32/Convair CV-990A,,,182,68,,,Near Nantes, France,,
3/7/73,,"Near Ban Hong Sa, Laos",Air America,,,Fairchild C-123,,,4,4,,,Near Ban Hong Sa, Laos,,
3/15/73,,"Hyderabad, India",Indian Airlines,,,HAL-748-224,,,3,3,,,Hyderabad, India,,
3/15/73,,"Off Brunswick, Maine",Military - U.S. Navy,,,Lockheed P-3B Orion,,,5,5,,,Off Brunswick, Maine,,
3/19/73,,"Ben Me Thuot, South Vietnam",Air Vietnam (South Vietnam),,,Douglas C-54D,,,62,62,,,Ben Me Thuot, South Vietnam,,
4/10/73,,"Near Hochwald, Solothurn,  Switzerland",Invicta International Airlines (UK),,,Vickers Vanguard 952,,,145,108,,,Near Hochwald, Solothurn,  Switzerland,
4/12/73,,"Sunnyvale, California",Military - U.S. Navy / NASA,,,Lockheed P-3C / Convair CV-990-30A-5,,,17,16,,,Sunnyvale, California,,
4/12/73,,"Moffett AFB, California",Military - U.S. Navy,,,Lockheed P-3C Orion /Convair CV-990,,,16,15,,,Moffett AFB, California,,
4/18/73,,"Bamiyan, Afghanistan",Bakhtar Afghan Airlines,,,de Havilland Canada DHC-6 Twin Otter 100,,,19,4,,,Bamiyan, Afghanistan,,
4/19/73,,"Davenport, Iowa",Air Iowa,,,Beech E18S,,,6,6,,,Davenport, Iowa,,
5/11/73,,"Greenville, Maine",Air Taxi,,,Cessna 402B,,,4,4,,,Greenville, Maine,,
5/16/73,,"Deadhorse, Alaska",Winship Air Service - Air Taxi,,,Swearingen SA26T,,,5,2,,,Deadhorse, Alaska,,
5/18/73,,"Chita, Siberia, Russia",Aeroflot,,,Tupolev TU-104A,,,100,100,,,Chita, Siberia, Russia,
5/19/73,,"Svay Rieng, Cambodia",Cambodia Air,,,Douglas C-47A,,,11,11,,,Svay Rieng, Cambodia,,
5/29/73,,"Near Rimouski, Canada",Air Gasp̩,,,Douglas DC-3,,,4,4,,,Near Rimouski, Canada,,
5/31/73,,"Near New Delhi, India",Indian Airlines,,,Boeing B-737-2A8,,,65,48,,,Near New Delhi, India,,
6/1/73,,"Sao Luis, Brazil",Cruzeiro,,,Sud Aviation SE-210 Caravelle VIN,,,23,23,,,Sao Luis, Brazil,,
6/3/73,,"Goussainville, France",Aeroflot,,,Tupolev TU-144,,,6,6,,,Goussainville, France,,
6/9/73,,"Rio de Janeiro, Brazil",Varig,,,Boeing 707-327C,,,4,2,,,Rio de Janeiro, Brazil,,
6/20/73,,"Near Puerto Vallarta, Mexico",Aeromexico,,,McDonnell Douglas DC-9-15,,,27,27,,,Near Puerto Vallarta, Mexico,,
6/30/73,,"Amman, Jordan",Aeroflot,,,Tupolev TU-134A,,,84,5,,,Amman, Jordan,,
7/11/73,,"Paris, Orly, France",Varig,820,,Boeing B-707-345C,,,134,123,,,Paris, Orly, France,
7/22/73,,"Off Papeete, Tahiti",Pan American World Airways,816,,Boeing B-707-321B,,,79,78,,,Off Papeete, Tahiti,,
7/23/73,,"St. Louis, Missouri",Ozark Air Lines,809,,Fairchild-Hiller FH-227B,,,44,38,,,St. Louis, Missouri,,
7/24/73,,"Honolulu, HI",Air Hawaii,,,Volpar C45G,,,5,5,,,Honolulu, HI,,
7/31/73,,"Logan Airport, Boston, Massachusett",Delta Air Lines,723,,McDonnell Douglas DC-9-31,,,89,89,,,Logan Airport, Boston, Massachusett,
8/4/73,,"Ketchikan, Alaska",Revilla Flying Service - Air Taxi,,,Cessna A185F,,,5,5,,,Ketchikan, Alaska,,
10/13/73,,"Near  Domodedovo, Russia",Aeroflot,964,,Tupolev TU-104B,,,119,119,,,Near  Domodedovo, Russia,,
8/13/73,,"Near La  Corunda, Spain",Aviaco,116,,Sud-Aviation Caravelle 10-R,,,85,85,,,Near La  Corunda, Spain,,
8/15/73,,"Don Don, Haiti",Private,,,Norman BN-2A-6,,,10,10,,,Don Don, Haiti,,
8/18/73,,"Baku, Azerbaijan, USSR",Aeroflot,,,Antonov AN-24V,,,64,56,,,Baku, Azerbaijan, USSR,
8/22/73,,"El Yopal, Colombia",AVIANCA,,,Douglas DC-3,,,17,16,,,El Yopal, Colombia,,
8/27/73,,"Bogota, Colombia",Aerovias Brasil,,,Lockheed L-188A Electra,,,42,42,,,Bogota, Colombia,,
8/28/73,,"Near Huete, Spain",Military - U.S. Air Force,,,Lockheed C-141A,,,25,24,,,Near Huete, Spain,,
8/28/73,,"Thirty-five miles west of Los Angeles, California",Trans World Airlines,742,,Boeing B-707-331B,,,149,1,,,Thirty-five miles west of Los Angeles, California,,
9/4/73,,"Gary, Indiana",Aegler Stuart Flying Service  / Private,,,Piper PA-30 / Cessna 337A,,,5,4,,,Gary, Indiana,,
9/8/73,,"King Cove, Alaska",World Airways,,,McDonnell Douglas DC-8-63F,,,6,6,,,King Cove, Alaska,,
9/9/73,,"Paintsville, Kentucky",Wicks Flying Service - Air Taxi,,,Cessna 310H,,,4,4,,,Paintsville, Kentucky,,
9/11/73,,"Moganik, Yugoslavia",JAT Yugoslav Airlines,,,Aerospatiale Caravelle 6N,,,41,41,,,Moganik, Yugoslavia,,
9/20/73,,"Natchitoches, Louisiana",Private Charter,-,,Beechcraft E18S,,,6,6,,,Natchitoches, Louisiana,,
9/24/73,,"Eagleville, California",Dunlap Aviation - Air Taxi,,,Cessna 310,,,2,2,,,Eagleville, California,,
9/25/73,,"Lincoln, Nebraska",Lisa Jet Inc. - Air Taxi,,,Gates Lear 25,,,3,3,,,Lincoln, Nebraska,,
9/27/73,,"Rich Mountain, Arkansas",Texas International Airlines,655,,Convair 600,,,11,11,,,Rich Mountain, Arkansas,,
9/30/73,,"Miritituba, Brazil",Aeronorte,,,Douglas DC-3A,,,9,9,,,Miritituba, Brazil,,
9/30/73,,"Near Sverdlovsk, Russia",Aeroflot,,,Tupolev TU-104B,,,108,108,,,Near Sverdlovsk, Russia,,
10/2/73,,"Magadan, Russia",Aeroflot,,,Antonov AN-12V,,,10,10,,,Magadan, Russia,,
10/4/73,,"Itaituba, PA, Brazil",Taxi A̩reo Cesar Aguiar,,,Britten-Norman BN-2A-7 Islander,,,8,8,,,Itaituba, PA, Brazil,
10/23/73,,"Guanabara Bay, Brazil",VASP,,,NAMC YS-11A-211,,,65,8,,,Guanabara Bay, Brazil,,
10/29/73,,Sainte Lucia Island,CATA,,,Britten-Norman BN-2A-6 Islander,,,4,4,,,Sainte Lucia Island,,,
10/31/73,,"La Verne, California",Jack N. Boswick - Air Taxi,,,Cessna 401A,,,7,2,,,La Verne, California,,
11/2/73,,"Villavicencio, Colombia",Lineas A̩reas La Urraca,,,Handley Page HPR-7 Herald 101,,,16,6,,,Villavicencio, Colombia,,
11/3/73,,"Near Albuquerque,  New Mexico",National Airlines,27,,McDonnell Douglas DC-10-10,,,128,1,,,Near Albuquerque,  New Mexico,,
11/3/73,,"Boston, Massachusett",Pan American World Airways,160,,Boeing B-707-321C,,,3,3,,,Boston, Massachusett,,
11/17/73,,"Near Quang-Ngai, Vietnam",Air Vietnam (South Vietnam),,,Douglas DC-3,,,27,27,,,Near Quang-Ngai, Vietnam,,
12/7/73,,"Moscow, Russia",Aeroflot,,,Tupolev TU-104B,,,72,13,,,Moscow, Russia,,
12/9/73,,"Churchill Falls, Newfoundland, Canada",Churchill Falls Co.,,,de Havilland DH-125-400A,,,8,8,,,Churchill Falls, Newfoundland, Canada,
12/11/73,,"Sitkin Island, Alaska",Military - U.S. Navy,,,Douglas DC-118,,,10,10,,,Sitkin Island, Alaska,,
12/16/73,,"Near Vilnius, Lithuania",Aeroflot,,,Tupolev TU-124,,,51,51,,,Near Vilnius, Lithuania,,
12/17/73,,"Rome, Italy",Pan American World Airways,110,,Boeing B-707-321B,,,177,30,,,Rome, Italy,,
12/18/73,,"Manhattan, Kansas",Capitol Air Service - Air Taxi,,,Cessna 310L,,,2,2,,,Manhattan, Kansas,,
12/21/73,,"Talara, Peru",TAM (Bolivia),,,Convair CV-440,,,9,6,,,Talara, Peru,,
12/21/73,,"Near Siagon, South Vietnam",Military - Vietnamese Air Force,,,Boeing Vertol CH-47 (helilcopter),,,20,20,,,Near Siagon, South Vietnam,,
12/22/73,,"Near Tetouan, Morocco",Sobelair SA (Belgium),,,Sud-Aviation Caravelle VI-N,,,106,106,,,Near Tetouan, Morocco,,
12/23/73,,"Lvov, Ukraine, USSR",Aeroflot,,,Tupolev TU-124,,,17,17,,,Lvov, Ukraine, USSR,
12/28/73,,"Durban, South Africa",Executive Funds,,,Douglas DC-3,,,25,1,,,Durban, South Africa,,
1/1/74,,"Near Turin, Italy",Itavia,,,Fokker F-28 Fellowship 1000,,,42,38,,,Near Turin, Italy,,
1/6/74,,"Unduavi, Bolivia",Servicios A̩reos Boliviano,,,Curtiss C-46F,,,4,4,,,Unduavi, Bolivia,,
1/6/74,,"Johnstown, Pennsylvania",Air East,,,Beechcraft 99A,,,17,12,,,Johnstown, Pennsylvania,,
1/6/74,,"Mukachevo, Russia",Aeroflot,,,Antonov AN-24V,,,24,24,,,Mukachevo, Russia,,
1/9/74,,"Near Nevia, Colombia",Military - Colombian Air Force,,,Hawker Siddeley HS 748-260,,,31,31,,,Near Nevia, Colombia,,
1/10/74,,"La Paz, Bolivia",TAM (Bolivia),,,Douglas C-54,,,24,24,,,La Paz, Bolivia,,
1/17/74,,"Cigerdu, Colombia",Cessnyca,,,Douglas DC-3A,,,14,14,,,Cigerdu, Colombia,,
1/25/74,,"Rostov, Russia",Aeroflot,,,Antonov An-24B,,,4,4,,,Rostov, Russia,,
1/25/74,,"Goldendale, Washington",Inland Aviation - Air Taxi,,,Cessna 172L,,,2,2,,,Goldendale, Washington,,
1/26/74,,"Izmir, Turkey",Turkish Airlines (THY),,,Fokker F-28 Fellowship 1000,,,73,66,,,Izmir, Turkey,,
1/27/74,,"S. Dominican Pueblo, New Mexico",Taos Airways - Air Taxi,,,Beechcraft J-35,,,3,3,,,S. Dominican Pueblo, New Mexico,,
1/28/74,,"Winger, Minnesota",Theif River Aviation - Air Taxi,,,Piper PA-28,,,4,4,,,Winger, Minnesota,,
1/30/74,,"Pago Pago, American Samoa",Pan American World Airways,806,,Boeing B-707-321B,,,101,96,,,Pago Pago, American Samoa,,
2/2/74,,"Near Honolulu, HI",Pan American World Airways,,,Boeing B-747,,,298,1,,,Near Honolulu, HI,,
2/9/74,,"Near Souda, Crete",Military - West German Air Force,,,Transall C-160D,,,40,35,,,Near Souda, Crete,,
2/10/74,,AtlantiOcean,North Cay Air - Air Taxi,,,Brittonnorman BN-2A6,,,2,2,,,AtlantiOcean,,,
2/22/74,,"Baltimore, Maryland",Delta Air Lines,523,,MDonnell Dougals DC-9,,,15,1,,,Baltimore, Maryland,,
2/23/74,,"San Francisco de Moxos,  Bolivia",SAVCO,,,Curtiss C-46A-45-CU,,,7,7,,,San Francisco de Moxos,  Bolivia,,
2/28/74,,"Near Mehrabad, Iran",Military - Imperial Iranian Air Force,,,Lockheed C-130E Hercules,,,10,10,,,Near Mehrabad, Iran,,
3/3/74,,"Near Ermenonville, France",Turkish Airlines (THY),981,,McDonnell Douglas DC-10-10,,,346,346,,,Near Ermenonville, France,,
3/8/74,,"Hanoi, Vietnam",Pathet Lao Airlines,,,Antonov An-24,,,18,18,,,Hanoi, Vietnam,,
3/11/74,,"Carson City, Nevada",Executive Air - Air Taxi,,,Robertson 414,,,4,4,,,Carson City, Nevada,,
3/13/74,,"Bishop, California",Sierra PacifiAirlines,802,,Convair CV-440,,,36,36,,,Bishop, California,,
3/15/74,,"Tehran, Iran",Sterling Airways,,,Aerospatiale Caravelle 10B3,,,96,15,,,Tehran, Iran,,
4/4/74,,"Francistown, Botswana",Wenela Air Services,,,Douglas DC-4,,,84,78,,,Francistown, Botswana,,
4/11/74,,"Hilo Island, Hawaii",Island Air,,,Beechcraft H18S,,,11,11,,,Hilo Island, Hawaii,,
4/22/74,,"Grogak, Bali, Indonesia",Pan American World Airways,812,,Boeing B-707-321C,,,107,107,,,Grogak, Bali, Indonesia,
4/24/74,,"Tashkent, Uzbekistan",Aeroflot,,,Ilyushin IL-18E,,,115,1,,,Tashkent, Uzbekistan,,
4/27/74,,"Near Leningrad, Russia",Aeroflot,,,Ilyushin IL-18B,,,118,118,,,Near Leningrad, Russia,,
4/30/74,,"Galveston, Texas",Houston Metro Airlines,,,Beechcraft 99,,,12,6,,,Galveston, Texas,,
5/2/74,,"Banos, Ecuador",Aero Taxis Equatorianos,,,Douglas C-47,,,24,22,,,Banos, Ecuador,,
5/6/74,,"Nurnberg, Germany",Fragtflug,,,Douglas DC-6A,,,3,3,,,Nurnberg, Germany,,
5/23/74,,"Springfield, Illinois",Saturn Airways,,,Lockheed L-100-30 Hercules,,,3,3,,,Springfield, Illinois,,
5/23/74,,"Kiev, Ukraine, USSR",Aeroflot,,,Yakovlev YAK-40,,,29,29,,,Kiev, Ukraine, USSR,
5/31/74,,"Rankin Inlet, Canada",Lambair,,,Bristol 170 Freighter 31E,,,2,2,,,Rankin Inlet, Canada,,
6/8/74,,"Monte San Isidro,  Colombia",Aerolineas TAO,514,,Vickers Viscount 785D,,,44,44,,,Monte San Isidro,  Colombia,,
6/27/74,,"Battambang, Khmer Republic",Cambodia Air,1999,,Boeing 307B-1 Stratoliner,,,39,19,,,Battambang, Khmer Republic,,
6/30/74,,"Umiat, Alaska",Alaska Helicopter - Air Taxi,,,Fairchild Hiller FH1100,,,5,5,,,Umiat, Alaska,,
7/24/74,,"Bogota, Colombia",Aeronorte Colombia,,,Douglas DC-4,,,3,3,,,Bogota, Colombia,,
7/27/74,,"Near MoHoa, Vietnam",Air Amercia,,,Fairchild C-123K,,,5,5,,,Near MoHoa, Vietnam,,
8/5/74,,"Mt. Apica, Canada",Laurentian Air Services,,,Douglas DC-3,,,11,5,,,Mt. Apica, Canada,,
8/9/74,,"Diemas, Syria",Military - Canadian Air Force,,,de Havilland Canada DHC-5 Buffalo,,,9,9,,,Diemas, Syria,,
8/11/74,,"Near Ouagadougou, Upper Volta",Air  Mali,,,Ilyushin IL-18B,,,60,47,,,Near Ouagadougou, Upper Volta,,
8/12/74,,"Cali, Colombia",AVIANCA,,,Douglas C-47-DL,,,27,27,,,Cali, Colombia,,
8/13/74,,"Anaktuvuk, Alaska",MerriAviation - Air Taxi,,,de Havilland DHC-2,,,4,4,,,Anaktuvuk, Alaska,,
8/14/74,,"Margarita Island, Venezuela",Linea Aeropostal Venezolana,,,Vickers Viscount 749,,,49,48,,,Margarita Island, Venezuela,,
8/18/74,,"Near La Paz, Bolivia",Military - U.S. Air Force,,,Lockheed C-141A,,,7,7,,,Near La Paz, Bolivia,,
8/18/74,,"Near Kisangani, Zaire",Military - Zairean Air Force,,,Lockheed C-130H,,,31,31,,,Near Kisangani, Zaire,,
9/7/74,,"Tandjung-karang, Indonesia",Garuda Indonesia Airlines,,,Fokker F-27 Friendship 600,,,39,35,,,Tandjung-karang, Indonesia,,
9/8/74,,"Ionian Sea , off Kefallinia, Greece",Trans World Airlines,841,,Boeing B-707-331B,,,88,88,,,Ionian Sea , off Kefallinia, Greece,
9/11/74,,"Near Charlotte, North Carolina",Eastern Air Lines,212,,McDonnell Douglas DC-9-31,,,82,70,,,Near Charlotte, North Carolina,,
9/15/74,,"Phan Rang, Vietnam",Air Vietnam (South Vietnam),706,,Boeing B-727-121C,,,75,75,,,Phan Rang, Vietnam,,
9/19/74,,"Riverside, California",Riverside Air,,,Piper PA-32,,,5,5,,,Riverside, California,,
9/22/74,,"Fairbanks, Alaska",Frontier Flying Service - Air Taxi,,,Cessna 185,,,2,2,,,Fairbanks, Alaska,,
10/1/74,,"Lupine, Alaska",Winship Air Service,,,Volpar 18,,,6,6,,,Lupine, Alaska,,
10/2/74,,"Off Saint Thomas, U.S. Virgin Islands",North Cay Airways,,,Britten-Norman BN-2A Islander,,,2,2,,,Off Saint Thomas, U.S. Virgin Islands,,
10/9/74,,"Medfra, Alaska",Evergreen Helicopter - Air Taxi,,,Bell 205A,,,3,3,,,Medfra, Alaska,,
10/10/74,,"Cairo, Egypt",EgyptAir,,,Tupolev Tu-154,,,6,6,,,Cairo, Egypt,,
10/13/74,,Formosa Strait,Military - U.S. Air Force,,,Lockheed WC-130H Hercules,,,6,6,,,Formosa Strait,,,
10/17/74,,"Kassan, Alaska",Webber Airlines -Air Taxi,,,de Havilland DHC-2,,,8,5,,,Kassan, Alaska,,
10/19/74,,"Calapan, Philippines",Mabuhay Airways,,,Douglas DC-3,,,8,1,,,Calapan, Philippines,,
10/22/74,,"Fort Apache, Arizona",Deming Flying Service - Air Taxi,,,Cessna 172M,,,2,2,,,Fort Apache, Arizona,,
10/24/74,,"Blair, Oklahoma",AltusFlying Service - Air Taxi,,,Piper PA-31,,,4,2,,,Blair, Oklahoma,,
10/24/74,,"Chicao, Illinois",Henry Nichols - Air Taxi,,,Cessna 337D,,,3,2,,,Chicao, Illinois,,
11/9/75,,"Willow, Alaska",Willow Air Service - Air Taxi,,,Piper PA-18,,,3,3,,,Willow, Alaska,,
10/27/74,,"Old Man's Camp, Alaska",Alaska International Air,,,Lockheed L-100 Hercules,,,4,4,,,Old Man's Camp, Alaska,,
